Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,YL1-H,,609996,20,30499.8,62.307,62.307,145,N/A,113,N/A,93,N/A,652.92,N/A,451.19,N/A,59.3,N/A,52.48,N/A
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R7,BL1-H,,457447,20,22872.35,46.725,74.992,14926,N/A,13266,N/A,16993,N/A,10382.34,N/A,69.56,N/A,10093.54,N/A,76.09,N/A
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,BL1-H,,609996,20,30499.8,62.307,62.307,21938,N/A,13426,N/A,16993,N/A,29553.13,N/A,134.71,N/A,15281.16,N/A,113.82,N/A
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,BL1-H,SSC-H,609996,20,30499.8,62.307,62.307,21938,731,13426,408,16993,232,29553.13,1414.68,134.71,193.47,15281.16,257.97,113.82,63.23
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R2,BL1-H,YL1-H,41,20,2.05,0.004,0.007,1579,5196,979,4961,662,1972,1293.66,3828.2,81.92,73.67,714.61,4265.44,72.99,85.98
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,syto+pe-,BL1-H,YL1-H,530816,20,26540.8,54.22,87.02,24716,144,15601,116,16540,93,28978.23,112.77,117.24,78.5,13026.12,62.27,83.5,53.68
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,syto+pe+,BL1-H,YL1-H,1285,20,64.25,0.131,0.211,181063,3325,172160,1413,250619,1196,110572.67,13624.75,61.07,409.71,107820.6,269.83,62.63,19.1
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,BL1-H,YL1-H,609996,20,30499.8,62.307,62.307,21938,145,13426,113,16993,93,29553.13,652.92,134.71,451.19,15281.16,59.3,113.82,52.48
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R3,FSC-H,SSC-H,434301,20,21715.05,44.361,94.94,6555,598,3740,403,3087,374,10814.18,847.92,164.97,141.68,2272.83,229.8,60.77,57.02
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R7,FSC-H,SSC-H,457447,20,22872.35,46.725,46.725,6267,584,3582,392,3087,309,10611.1,832.52,169.32,142.64,2295.06,222.39,64.07,56.73
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R5,BL1-H,YL1-H,116,20,5.8,0.012,0.019,59658,16612,40721,7551,21168,4001,43782.78,22677.28,73.39,136.51,28939.61,5431.51,71.07,71.94
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,BL1-H,YL1-H,609996,20,30499.8,62.307,62.307,21938,145,13426,113,16993,93,29553.13,652.92,134.71,451.19,15281.16,59.3,113.82,52.48
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,N/A,All Events,N/A,N/A,1396592,28,49878.286,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,BL1-H,YL1-H,884665,28,31595.179,63.345,63.345,29414,158,18132,121,19197,96,37001.58,238.38,125.79,150.83,20124.81,66.72,110.99,55.14
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,FSC-H,SSC-H,884665,28,31595.179,63.345,63.345,11751,947,5237,470,3393,374,21066.62,1822.73,179.28,192.41,4524.9,335.07,86.4,71.29
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,YL2-H,BL2-H,884665,28,31595.179,63.345,63.345,331,849,241,486,233,373,363.1,1231.76,109.56,145.1,152.71,425.51,63.36,87.55
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,YL1-H,,884665,28,31595.179,63.345,63.345,158,N/A,121,N/A,96,N/A,238.38,N/A,150.83,N/A,66.72,N/A,55.14,N/A
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R7,BL1-H,,632920,28,22604.286,45.319,71.543,16997,N/A,15418,N/A,19197,N/A,11450.56,N/A,67.37,N/A,12492.39,N/A,81.02,N/A
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,BL1-H,,884665,28,31595.179,63.345,63.345,29414,N/A,18132,N/A,19197,N/A,37001.58,N/A,125.79,N/A,20124.81,N/A,110.99,N/A
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,BL1-H,SSC-H,884665,28,31595.179,63.345,63.345,29414,947,18132,470,19197,374,37001.58,1822.73,125.79,192.41,20124.81,335.07,110.99,71.29
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R2,BL1-H,YL1-H,52,28,1.857,0.004,0.006,1683,2928,1097,1832,893,898,1341.45,3121.48,79.71,106.6,1129,1060.8,102.96,57.92
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,syto+pe-,BL1-H,YL1-H,803633,28,28701.179,57.542,90.84,31605,158,20249,124,19197,96,35122.96,126.07,111.13,80.01,18796.4,68.2,92.83,55
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,syto+pe+,BL1-H,YL1-H,2894,28,103.357,0.207,0.327,201603,1836,192874,1451,231912,1215,132179.8,3106.26,65.56,169.16,154678.91,293.55,80.2,20.23
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,BL1-H,YL1-H,884665,28,31595.179,63.345,63.345,29414,158,18132,121,19197,96,37001.58,238.38,125.79,150.83,20124.81,66.72,110.99,55.14
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R3,FSC-H,SSC-H,605213,28,21614.75,43.335,95.622,7723,706,4460,429,3393,374,11832.19,1097.83,153.2,155.61,3042.3,263.9,68.21,61.52
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R7,FSC-H,SSC-H,632920,28,22604.286,45.319,45.319,7423,695,4266,418,3393,374,11655.17,1118.62,157.01,160.89,3037.85,256.49,71.21,61.36
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R5,BL1-H,YL1-H,128,28,4.571,0.009,0.014,55484,6306,40048,3720,20860,2484,49303.41,8098.75,88.86,128.43,21784.58,1558.21,54.4,41.89
NA,Expt 2,Group,Sample 20.fcs,Sample 20,Experiment,None,,R1,BL1-H,YL1-H,884665,28,31595.179,63.345,63.345,29414,158,18132,121,19197,96,37001.58,238.38,125.79,150.83,20124.81,66.72,110.99,55.14
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,N/A,All Events,N/A,N/A,972677,35,27790.771,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,BL1-H,YL1-H,342501,35,9785.743,35.212,35.212,12183,132,3742,102,1134,92,24472.81,308.47,200.88,233.4,4507.1,51.89,120.45,50.87
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,FSC-H,SSC-H,342501,35,9785.743,35.212,35.212,12920,1038,3620,398,2659,168,26447.06,2147.99,204.7,206.91,2833.25,283.18,78.27,71.15
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,YL2-H,BL2-H,342501,35,9785.743,35.212,35.212,266,727,195,291,233,157,405.91,1799.11,152.55,247.57,115.64,241.66,59.3,83.05
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,YL1-H,,342501,35,9785.743,35.212,35.212,132,N/A,102,N/A,92,N/A,308.47,N/A,233.4,N/A,51.89,N/A,50.87,N/A
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R7,BL1-H,,260470,35,7442,26.779,76.049,9230,N/A,4991,N/A,1134,N/A,9966.61,N/A,107.98,N/A,5175.76,N/A,103.7,N/A
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,BL1-H,,342501,35,9785.743,35.212,35.212,12183,N/A,3742,N/A,1134,N/A,24472.81,N/A,200.88,N/A,4507.1,N/A,120.45,N/A
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,BL1-H,SSC-H,342501,35,9785.743,35.212,35.212,12183,1038,3742,398,1134,168,24472.81,2147.99,200.88,206.91,4507.1,283.18,120.45,71.15
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R2,BL1-H,YL1-H,172,35,4.914,0.018,0.05,1930,2386,1642,2063,913,1709,1242.42,1215.05,64.37,50.92,1192.75,1185.34,72.66,57.47
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,syto+pe-,BL1-H,YL1-H,273499,35,7814.257,28.118,79.853,14630,128,5801,102,6075,92,24408.34,111.98,166.84,87.66,6308.46,53.37,108.75,52.33
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,syto+pe+,BL1-H,YL1-H,1270,35,36.286,0.131,0.371,101708,2317,42141,1728,204953,1181,105653.45,4071.58,103.88,175.69,47470.63,654.57,112.65,37.89
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,BL1-H,YL1-H,342501,35,9785.743,35.212,35.212,12183,132,3742,102,1134,92,24472.81,308.47,200.88,233.4,4507.1,51.89,120.45,50.87
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R3,FSC-H,SSC-H,248004,35,7085.829,25.497,95.214,11723,919,4241,453,2845,309,20482.26,1490.77,174.72,162.19,3135.7,315.79,73.94,69.71
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R7,FSC-H,SSC-H,260470,35,7442,26.779,26.779,11205,897,4009,437,2845,309,20124.23,1495.89,179.6,166.7,3071.95,299.49,76.63,68.53
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R5,BL1-H,YL1-H,224,35,6.4,0.023,0.065,31249,3988,24371,3195,18733,2846,26228.09,3421.14,83.93,85.79,7567.19,870.29,31.05,27.24
NA,Expt 2,Group,Sample 21.fcs,Sample 21,Experiment,None,,R1,BL1-H,YL1-H,342501,35,9785.743,35.212,35.212,12183,132,3742,102,1134,92,24472.81,308.47,200.88,233.4,4507.1,51.89,120.45,50.87
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,N/A,All Events,N/A,N/A,925663,32,28926.969,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,BL1-H,YL1-H,338611,32,10581.594,36.58,36.58,33095,135,24496,113,29201,100,35670.46,307.45,107.78,228.05,26061.14,57.82,106.39,51.17
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,FSC-H,SSC-H,338611,32,10581.594,36.58,36.58,13275,847,4834,380,3304,168,24171.28,1645.15,182.08,194.33,4032.67,250.56,83.42,65.94
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,YL2-H,BL2-H,338611,32,10581.594,36.58,36.58,286,1099,225,715,233,745,334.55,1614.96,116.83,146.98,133.43,634.55,59.3,88.75
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,YL1-H,,338611,32,10581.594,36.58,36.58,135,N/A,113,N/A,100,N/A,307.45,N/A,228.05,N/A,57.82,N/A,51.17,N/A
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R7,BL1-H,,220239,32,6882.469,23.793,65.042,19919,N/A,19582,N/A,29201,N/A,12359.38,N/A,62.05,N/A,14993.53,N/A,76.57,N/A
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,BL1-H,,338611,32,10581.594,36.58,36.58,33095,N/A,24496,N/A,29201,N/A,35670.46,N/A,107.78,N/A,26061.14,N/A,106.39,N/A
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,BL1-H,SSC-H,338611,32,10581.594,36.58,36.58,33095,847,24496,380,29201,168,35670.46,1645.15,107.78,194.33,26061.14,250.56,106.39,65.94
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R2,BL1-H,YL1-H,6,32,0.188,0.001,0.002,1760,1834,1886,1735,72,1002,1457.62,709.41,82.83,38.68,2070.45,849.53,109.78,48.98
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,syto+pe-,BL1-H,YL1-H,304282,32,9508.813,32.872,89.862,36482,136,27573,115,29202,101,34659.58,97.32,95.01,71.65,23967.71,59.3,86.92,51.57
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,syto+pe+,BL1-H,YL1-H,343,32,10.719,0.037,0.101,206794,2717,199332,1404,178744,1213,123923.94,8812.64,59.93,324.4,140371.08,278.73,70.42,19.85
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,BL1-H,YL1-H,338611,32,10581.594,36.58,36.58,33095,135,24496,113,29201,100,35670.46,307.45,107.78,228.05,26061.14,57.82,106.39,51.17
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R3,FSC-H,SSC-H,210025,32,6563.281,22.689,95.362,12150,777,4169,371,3304,168,22019.85,1296.5,181.23,166.81,2818.42,229.8,67.6,61.94
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R7,FSC-H,SSC-H,220239,32,6882.469,23.793,23.793,11630,761,3985,361,3304,168,21637.75,1308.64,186.05,171.9,2805.08,220.91,70.39,61.19
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R5,BL1-H,YL1-H,18,32,0.563,0.002,0.005,92268,23840,37994,9051,15321,65021,99748.58,32550.82,108.11,136.54,29053.77,9343.35,76.47,103.23
NA,Expt 2,Group,Sample 22.fcs,Sample 22,Experiment,None,,R1,BL1-H,YL1-H,338611,32,10581.594,36.58,36.58,33095,135,24496,113,29201,100,35670.46,307.45,107.78,228.05,26061.14,57.82,106.39,51.17
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,N/A,All Events,N/A,N/A,1279668,23,55637.739,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,BL1-H,YL1-H,841415,23,36583.261,65.753,65.753,39667,139,26223,115,23201,92,42768.36,167.22,107.82,120.27,19736.37,59.3,75.26,51.57
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,FSC-H,SSC-H,841415,23,36583.261,65.753,65.753,9302,649,4502,399,3303,373,16875.43,1215.11,181.41,187.27,3534.52,232.77,78.51,58.34
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,YL2-H,BL2-H,841415,23,36583.261,65.753,65.753,301,1248,236,688,232,545,300.49,2170.54,99.71,173.99,142.33,518.91,60.31,75.42
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,YL1-H,,841415,23,36583.261,65.753,65.753,139,N/A,115,N/A,92,N/A,167.22,N/A,120.27,N/A,59.3,N/A,51.57,N/A
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R7,BL1-H,,585934,23,25475.391,45.788,69.637,21286,N/A,20643,N/A,23201,N/A,10527.42,N/A,49.46,N/A,10879.32,N/A,52.7,N/A
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,BL1-H,,841415,23,36583.261,65.753,65.753,39667,N/A,26223,N/A,23201,N/A,42768.36,N/A,107.82,N/A,19736.37,N/A,75.26,N/A
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,BL1-H,SSC-H,841415,23,36583.261,65.753,65.753,39667,649,26223,399,23201,373,42768.36,1215.11,107.82,187.27,19736.37,232.77,75.26,58.34
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R2,BL1-H,YL1-H,1,23,0.043,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,syto+pe-,BL1-H,YL1-H,820054,23,35654.522,64.083,97.461,39850,136,26750,115,23201,92,38954.14,99.75,97.75,73.15,19543.63,59.3,73.06,51.57
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,syto+pe+,BL1-H,YL1-H,1749,23,76.043,0.137,0.208,324349,1723,315279,1443,288147,1264,118940.67,2160.89,36.67,125.45,113713.94,293.55,36.07,20.34
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,BL1-H,YL1-H,841415,23,36583.261,65.753,65.753,39667,139,26223,115,23201,92,42768.36,167.22,107.82,120.27,19736.37,59.3,75.26,51.57
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R3,FSC-H,SSC-H,554474,23,24107.565,43.33,94.631,4771,434,3537,349,3303,373,5471.96,440.03,114.69,101.42,1900.69,167.53,53.74,48
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R7,FSC-H,SSC-H,585934,23,25475.391,45.788,45.788,4561,426,3399,342,3303,309,5396.25,439.94,118.32,103.18,1945.17,163.09,57.23,47.69
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R5,BL1-H,YL1-H,15,23,0.652,0.001,0.002,114832,13028,83228,5365,57601,2664,96024.85,20164.06,83.62,154.78,38780.37,3960.02,46.6,73.81
NA,Expt 2,Group,Sample 23.fcs,Sample 23,Experiment,None,,R1,BL1-H,YL1-H,841415,23,36583.261,65.753,65.753,39667,139,26223,115,23201,92,42768.36,167.22,107.82,120.27,19736.37,59.3,75.26,51.57
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,N/A,All Events,N/A,N/A,3990165,40,99754.125,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,BL1-H,YL1-H,3313612,40,82840.3,83.044,83.044,19171,172,12865,123,12448,100,24231.06,362.79,126.4,210.99,10492.36,66.72,81.56,54.24
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,FSC-H,SSC-H,3313612,40,82840.3,83.044,83.044,10420,786,4216,433,3214,309,21187.48,1371.09,203.33,174.53,3215.76,280.21,76.28,64.71
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,YL2-H,BL2-H,3313612,40,82840.3,83.044,83.044,343,652,246,348,233,309,421.31,1198.28,122.81,183.9,151.23,257.97,61.47,74.13
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,YL1-H,,3313612,40,82840.3,83.044,83.044,172,N/A,123,N/A,100,N/A,362.79,N/A,210.99,N/A,66.72,N/A,54.24,N/A
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R7,BL1-H,,2786595,40,69664.875,69.837,84.095,14937,N/A,12705,N/A,12448,N/A,9767.98,N/A,65.4,N/A,8379.66,N/A,65.96,N/A
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,BL1-H,,3313612,40,82840.3,83.044,83.044,19171,N/A,12865,N/A,12448,N/A,24231.06,N/A,126.4,N/A,10492.36,N/A,81.56,N/A
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,BL1-H,SSC-H,3313612,40,82840.3,83.044,83.044,19171,786,12865,433,12448,309,24231.06,1371.09,126.4,174.53,10492.36,280.21,81.56,64.71
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R2,BL1-H,YL1-H,107,40,2.675,0.003,0.003,1483,2460,1096,1899,1211,1480,1229.17,2640.56,82.89,107.33,1162.36,1169.77,106.05,61.6
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,syto+pe-,BL1-H,YL1-H,3022130,40,75553.25,75.739,91.203,19909,158,13763,126,12448,101,21597.42,131.11,108.48,83.15,9736.23,66.72,70.74,52.95
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,syto+pe+,BL1-H,YL1-H,29330,40,733.25,0.735,0.885,109647,2315,85409,1780,62336,1213,73097.28,2888.23,66.67,124.75,48926.54,719.06,57.28,40.4
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,BL1-H,YL1-H,3313612,40,82840.3,83.044,83.044,19171,172,12865,123,12448,100,24231.06,362.79,126.4,210.99,10492.36,66.72,81.56,54.24
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R3,FSC-H,SSC-H,2660378,40,66509.45,66.673,95.471,7271,616,4238,430,3171,374,10826.47,754.89,148.89,122.64,2797.67,252.04,66.01,58.61
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R7,FSC-H,SSC-H,2786595,40,69664.875,69.837,69.837,6980,601,4056,418,3171,374,10667.53,753.53,152.82,125.31,2805.08,244.63,69.16,58.52
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R5,BL1-H,YL1-H,6806,40,170.15,0.171,0.205,71935,4061,66833,3602,76364,2807,28712.16,2313.08,39.91,56.96,22993.64,1017.06,34.4,28.24
NA,Expt 2,Group,,Sample 24,Experiment,Experiment,,R1,BL1-H,YL1-H,3313612,40,82840.3,83.044,83.044,19171,172,12865,123,12448,100,24231.06,362.79,126.4,210.99,10492.36,66.72,81.56,54.24
